Brand,Product,Final Filename
"Bellmaq","19. Desmalezadora 3 puntos y arrastre","bellmaq-19-desmalezadora-3-puntos-y-arrastre-desmalez3ptosyarrsatre_02.jpg"
"Bellmaq","19. Desmalezadora 3 puntos y arrastre","bellmaq-19-desmalezadora-3-puntos-y-arrastre-desmalez3ptosyarrsatre_03.jpg"
"Bellmaq","19. Desmalezadora 3 puntos y arrastre","bellmaq-19-desmalezadora-3-puntos-y-arrastre-desmalez3ptosyarrsatre_04.jpg"
"Bellmaq","19. Desmalezadora 3 puntos y arrastre","bellmaq-19-desmalezadora-3-puntos-y-arrastre-desmalez3ptosyarrsatre_05.jpg"
"Bellmaq","2. Rolo Peine Rabasto","bellmaq-2-rolo-peine-rabasto-rolo_peine_rabasto_01.jpg"
"Bellmaq","2. Rolo Peine Rabasto","bellmaq-2-rolo-peine-rabasto-rolo_peine_rabasto_02.jpg"
"Bellmaq","2. Rolo Peine Rabasto","bellmaq-2-rolo-peine-rabasto-rolo_peine_rabasto_03.jpg"
"Bellmaq","2. Rolo Peine Rabasto","bellmaq-2-rolo-peine-rabasto-rolo_peine_rabasto_04.jpg"
"Bellmaq","2. Rolo Peine Rabasto","bellmaq-2-rolo-peine-rabasto-rolo_peine_rabasto_05.jpg"
"Bellmaq","2. Rolo Peine Rabasto","bellmaq-2-rolo-peine-rabasto-rolo_peine_rabasto_06.jpg"
"Bellmaq","2. Rolo Peine Rabasto","bellmaq-2-rolo-peine-rabasto-rolo_peine_rabasto_07.jpg"
"Bellmaq","20. Niveladora","bellmaq-20-niveladora-niveladora_01.jpg"
"Bellmaq","21. Hoyadora","bellmaq-21-hoyadora-hoyadora_01.jpg"
"Bellmaq","22. Carro volcador","bellmaq-22-carro-volcador-acoplado_01.jpg"
"Bellmaq","22. Carro volcador","bellmaq-22-carro-volcador-acoplado_02.jpg"
"Bellmaq","22. Carro volcador","bellmaq-22-carro-volcador-acoplado_03.jpg"
"Bellmaq","22. Carro volcador","bellmaq-22-carro-volcador-acoplado_04.jpg"
"Bellmaq","23. Tanque","bellmaq-23-tanque-tanque_01.jpg"
"Bellmaq","23. Tanque","bellmaq-23-tanque-tanque_02.jpg"
"Bellmaq","23. Tanque","bellmaq-23-tanque-tanque_03.jpg"
"Bellmaq","3. Rolo desterronador","bellmaq-3-rolo-desterronador-rolo_desterronador_01.jpg"
"Bellmaq","3. Rolo desterronador","bellmaq-3-rolo-desterronador-rolo_desterronador_02.jpg"
"Bellmaq","3. Rolo desterronador","bellmaq-3-rolo-desterronador-rolo_desterronador_03.jpg"
"Bellmaq","4. Controlador mecanico de malezas ECO MAX","bellmaq-4-controlador-mecanico-de-malezas-eco-max-carpidor_01.jpg"
"Bellmaq","4. Controlador mecanico de malezas ECO MAX","bellmaq-4-controlador-mecanico-de-malezas-eco-max-carpidor_02.jpg"
"Bellmaq","4. Controlador mecanico de malezas ECO MAX","bellmaq-4-controlador-mecanico-de-malezas-eco-max-carpidor_03.jpg"
"Bellmaq","4. Controlador mecanico de malezas ECO MAX","bellmaq-4-controlador-mecanico-de-malezas-eco-max-carpidor_04.jpg"
"Bellmaq","5. Trailer TRV 6000 Y 7000","bellmaq-5-trailer-trv-6000-y-7000-trv6000_01.jpg"
"Bellmaq","5. Trailer TRV 6000 Y 7000","bellmaq-5-trailer-trv-6000-y-7000-trv6000_02.jpg"
"Bellmaq","5. Trailer TRV 6000 Y 7000","bellmaq-5-trailer-trv-6000-y-7000-trv6000_03.jpg"
"Bellmaq","5. Trailer TRV 6000 Y 7000","bellmaq-5-trailer-trv-6000-y-7000-trv6000_04.jpg"
"Bellmaq","5. Trailer TRV 6000 Y 7000","bellmaq-5-trailer-trv-6000-y-7000-trv7000_01.jpg"
"Bellmaq","5. Trailer TRV 6000 Y 7000","bellmaq-5-trailer-trv-6000-y-7000-trv7000_02.jpg"
"Bellmaq","6. Trailer TRV MAX","bellmaq-6-trailer-trv-max-trvmax_01.jpg"
"Bellmaq","7. Transportador de Rollos T-5R","bellmaq-7-transportador-de-rollos-t-5r-t5r_01.jpg"
"Bellmaq","7. Transportador de Rollos T-5R","bellmaq-7-transportador-de-rollos-t-5r-t5r_02.jpg"
"Bellmaq","7. Transportador de Rollos T-5R","bellmaq-7-transportador-de-rollos-t-5r-t5r_03.jpg"
"Bellmaq","7. Transportador de Rollos T-5R","bellmaq-7-transportador-de-rollos-t-5r-t5r_04.jpg"
"Bellmaq","7. Transportador de Rollos T-5R","bellmaq-7-transportador-de-rollos-t-5r-t5r_05.jpg"
"Bellmaq","8. Transportador 3 puntos y arrastre","bellmaq-8-transportador-3-puntos-y-arrastre-trans3ptosyarrastre_01.jpg"
"Bellmaq","8. Transportador 3 puntos y arrastre","bellmaq-8-transportador-3-puntos-y-arrastre-trans3ptosyarrastre_02.jpg"
"Bellmaq","8. Transportador 3 puntos y arrastre","bellmaq-8-transportador-3-puntos-y-arrastre-trans3ptosyarrastre_03.jpg"
"Bellmaq","9. Rastra doble acción y tiro excéntrico","bellmaq-9-rastra-doble-accin-y-tiro-excntrico-rastra_dobleaccion_01.jpg"
"Bellmaq","9. Rastra doble acción y tiro excéntrico","bellmaq-9-rastra-doble-accin-y-tiro-excntrico-rastra_dobleaccion_02.jpg"
"Case","1. Farmall","case-1-farmall-farmall-galeria-foto2.webp"
"Case","1. Farmall","case-1-farmall-farmallgaleria2.webp"
"Case","1. Farmall","case-1-farmall-farmallgaleria4.webp"
"Case","10. Quantum","case-10-quantum-la-velocidad-quantum.webp"
"Case","10. Quantum","case-10-quantum-quantum-potencia.webp"
"Case","10. Quantum","case-10-quantum-quantum_motorhaube-neu_2880_1620-min.webp"
"Case","10. Quantum","case-10-quantum-rendimiento-hidrau-quant.webp"
"Case","10. Quantum","case-10-quantum-trabajo-sin-cansancio-quantum.webp"
"Case","11. Carro neumático precisión air","case-11-carro-neumtico-precisin-air-carro-neumatico-2.webp"
"Case","11. Carro neumático precisión air","case-11-carro-neumtico-precisin-air-carro-neumatico-feature-1.webp"
"Case","11. Carro neumático precisión air","case-11-carro-neumtico-precisin-air-carro-neumatico-feature-2.webp"
"Case","11. Carro neumático precisión air","case-11-carro-neumtico-precisin-air-carro-neumatico-feature-3.webp"
"Case","12. Cosechadora Axial Flow Serie150","case-12-cosechadora-axial-flow-serie150-axial-flow-150-feature-2-facilidade.webp"
"Case","12. Cosechadora Axial Flow Serie150","case-12-cosechadora-axial-flow-serie150-axial-flow-150-overview-1.webp"
"Case","12. Cosechadora Axial Flow Serie150","case-12-cosechadora-axial-flow-serie150-axial-flow-150-overview-3.webp"
"Case","12. Cosechadora Axial Flow Serie150","case-12-cosechadora-axial-flow-serie150-facilidade-operacional-img2.webp"
"Case","12. Cosechadora Axial Flow Serie150","case-12-cosechadora-axial-flow-serie150-prj_1438.webp"
"Case","13. Cosechadora Axial Flow Serie160 Automation","case-13-cosechadora-axial-flow-serie160-automation-axial-160--em-estudio-foco-nas-pas.webp"
"Case","13. Cosechadora Axial Flow Serie160 Automation","case-13-cosechadora-axial-flow-serie160-automation-axial-flow_7160_working_0025_06-23.webp"
"Case","13. Cosechadora Axial Flow Serie160 Automation","case-13-cosechadora-axial-flow-serie160-automation-cih_axial_flow_6160_publi_2.webp"
"Case","13. Cosechadora Axial Flow Serie160 Automation","case-13-cosechadora-axial-flow-serie160-automation-cih_axial_flow_6160_publi_3.webp"
"Case","13. Cosechadora Axial Flow Serie160 Automation","case-13-cosechadora-axial-flow-serie160-automation-mais-espao-interno-e-mais.webp"
"Case","14. Cosechadora Axial Flow Serie 260 Automation","case-14-cosechadora-axial-flow-serie-260-automation-feature-pacotes-de-tecnologia-e-displays-duplos.webp"
"Case","14. Cosechadora Axial Flow Serie 260 Automation","case-14-cosechadora-axial-flow-serie-260-automation-features-module-1.webp"
"Case","14. Cosechadora Axial Flow Serie 260 Automation","case-14-cosechadora-axial-flow-serie-260-automation-features-module-7-1.webp"
"Case","14. Cosechadora Axial Flow Serie 260 Automation","case-14-cosechadora-axial-flow-serie-260-automation-features-module-7.webp"
"Case","14. Cosechadora Axial Flow Serie 260 Automation","case-14-cosechadora-axial-flow-serie-260-automation-features-module-8.webp"
"Case","14. Cosechadora Axial Flow Serie 260 Automation","case-14-cosechadora-axial-flow-serie-260-automation-g6.webp"
"Case","14. Cosechadora Axial Flow Serie 260 Automation","case-14-cosechadora-axial-flow-serie-260-automation-g7.webp"
"Case","15. Cosechadora Axial Flow Serie 250","case-15-cosechadora-axial-flow-serie-250-axial-flow-250-feature-inteligencia.webp"
"Case","15. Cosechadora Axial Flow Serie 250","case-15-cosechadora-axial-flow-serie-250-axial-flow-250-feature-qualidade.webp"
"Case","15. Cosechadora Axial Flow Serie 250","case-15-cosechadora-axial-flow-serie-250-axial-flow-250-overview-2.webp"
"Case","15. Cosechadora Axial Flow Serie 250","case-15-cosechadora-axial-flow-serie-250-axial-flow-250-overview-3.webp"
"Case","15. Cosechadora Axial Flow Serie 250","case-15-cosechadora-axial-flow-serie-250-axial-flow-250-overview-4.webp"
"Case","15. Cosechadora Axial Flow Serie 250","case-15-cosechadora-axial-flow-serie-250-maisinteligente.webp"
"Case","16. Sembradora Precision Disk 500","case-16-sembradora-precision-disk-500-easy-riser-banner.webp"
"Case","16. Sembradora Precision Disk 500","case-16-sembradora-precision-disk-500-easy-riser-overview-3.webp"
"Case","16. Sembradora Precision Disk 500","case-16-sembradora-precision-disk-500-melhor-plantabilidade-do-mercado.webp"
"Case","16. Sembradora Precision Disk 500","case-16-sembradora-precision-disk-500-precision-air-2355_precision-disk-500_0572_06-15.webp"
"Case","16. Sembradora Precision Disk 500","case-16-sembradora-precision-disk-500-projetada-para-entregar-o-melhor.webp"
"Case","2. Farmall A","case-2-farmall-a-farmall-a-em-campo-com-impletento.webp"
"Case","2. Farmall A","case-2-farmall-a-farmall-em-campo-visto-de-frente.webp"
"Case","2. Farmall A","case-2-farmall-a-farmall-em-campo-visto-lateralmente-a-direita.webp"
"Case","2. Farmall A","case-2-farmall-a-farmall-imagem-publicitaria.webp"
"Case","3. Farmall JXM","case-3-farmall-jxm-1504_case_farmall_90jxm_studio_stvalentin_37_3048_2279.webp"
"Case","3. Farmall JXM","case-3-farmall-jxm-1504_case_farmall_90jxm_studio_stvalentin_6_3048_2397.webp"
"Case","3. Farmall JXM","case-3-farmall-jxm-caseih_jxm_092015_disc-mower-drone-1_2017_1334.webp"
"Case","3. Farmall JXM","case-3-farmall-jxm-caseih_jxm_092015_rake-1_2128_1560.webp"
"Case","4. Farmall M","case-4-farmall-m-cabine-confortvel.webp"
"Case","4. Farmall M","case-4-farmall-m-equipamento-hidrulico-poderoso.webp"
"Case","4. Farmall M","case-4-farmall-m-farmall-m-em-campo-com-homem-olhando-a-maquina.webp"
"Case","4. Farmall M","case-4-farmall-m-farmall-m-maquina-vista-de-baixo-para-cima.webp"
"Case","5. Puma","case-5-puma-puma-overview-1.webp"
"Case","5. Puma","case-5-puma-puma-serie-feature-1.webp"
"Case","5. Puma","case-5-puma-puma-serie-feature-3.webp"
"Case","5. Puma","case-5-puma-pumagaleria2.webp"
"Case","5. Puma","case-5-puma-pumagaleria3.webp"
"Case","6. Magnum","case-6-magnum-cabine-magnum-afs-connect-feature-3.webp"
"Case","6. Magnum","case-6-magnum-galeriamagnum1.webp"
"Case","6. Magnum","case-6-magnum-galeriamagnum2.webp"
"Case","6. Magnum","case-6-magnum-galeriamagnum6.webp"
"Case","6. Magnum","case-6-magnum-magnum-cabine-e-comandos.webp"
"Case","6. Magnum","case-6-magnum-magnum-cabine-feature-2.webp"
"Case","6. Magnum","case-6-magnum-produtividadeeconfortonacabine2.webp"
"Case","7. Magnum MY25","case-7-magnum-my25-magnum-detalhe-motor.webp"
"Case","7. Magnum MY25","case-7-magnum-my25-nova-opo-de-cabine-verso-luxury.webp"
"Case","7. Magnum MY25","case-7-magnum-my25-novos-pacotes-de-agricultura-de-preciso.webp"
"Case","7. Magnum MY25","case-7-magnum-my25-trator-magnum-em-estudio-visao-lateral-esquerda.webp"
"Case","7. Magnum MY25","case-7-magnum-my25-trator-magnum-em-estudio-visao-semi-lateral-direita-com-capo-aberto.webp"
"Case","7. Magnum MY25","case-7-magnum-my25-trator_magnum_em_campo_visto_lateralmente_a_direita_com_farois_acesos_em_aclive.webp"
"Case","8. Steiger 555","case-8-steiger-555-steige-cabine.webp"
"Case","8. Steiger 555","case-8-steiger-555-steiger-450-en-el-campo-2.webp"
"Case","8. Steiger 555","case-8-steiger-555-steiger-hero-banner-1.webp"
"Case","9. Quadtrac 525","case-9-quadtrac-525-quadtrac-feature-3.webp"
"Case","9. Quadtrac 525","case-9-quadtrac-525-quadtrac-overview-1.webp"
"Case","9. Quadtrac 525","case-9-quadtrac-525-quadtrac-overview-2.webp"
"Case","9. Quadtrac 525","case-9-quadtrac-525-quadtrac-overview-3.webp"
"Case","9. Quadtrac 525","case-9-quadtrac-525-quadtracgaleria1.webp"
"Case","9. Quadtrac 525","case-9-quadtrac-525-quadtracgaleria3.webp"
"Comfra","1.BATEAS VOLCADORAS","comfra-1bateas-volcadoras-batea-comofra-isometrica-calco-web.png"
"Comfra","1.BATEAS VOLCADORAS","comfra-1bateas-volcadoras-batea-volcadora-75-comofra-web.png"
"Comfra","2.Tolva par semillas  y Fertilizantes","comfra-2tolva-par-semillas-y-fertilizantes-tolva-semillera-comofra-26000-isometrica-con-calco-web1.png"
"Comfra","3.Tolva Autodescargable","comfra-3tolva-autodescargable-autod-main.webp"
"Comfra","4.MIXER HORIZONTAL 16 m3","comfra-4mixer-horizontal-16-m3-ferthorizontalbanner.webp"
"Comfra","5.MIXER HORIZONTAL 10 m3","comfra-5mixer-horizontal-10-m3-mixerh-10-prod.webp"
"Comfra","6.Mixers Verticales","comfra-6mixers-verticales-mixer-vertical-comofra-web.png"
"Giorgi","1. sembradora-fertilizadora PRECISA-MAX","giorgi-1-sembradora-fertilizadora-precisa-max-precisa-max1-1.webp"
"Giorgi","1. sembradora-fertilizadora PRECISA-MAX","giorgi-1-sembradora-fertilizadora-precisa-max-precisa-max1.webp"
"Giorgi","1. sembradora-fertilizadora PRECISA-MAX","giorgi-1-sembradora-fertilizadora-precisa-max-precisa-max2.webp"
"Giorgi","1. sembradora-fertilizadora PRECISA-MAX","giorgi-1-sembradora-fertilizadora-precisa-max-precisa-max4.webp"
"Giorgi","1. sembradora-fertilizadora PRECISA-MAX","giorgi-1-sembradora-fertilizadora-precisa-max-precisa-max5.webp"
"Giorgi","10. Sembradora Maxima  Sembradora Maxima Fulll","giorgi-10-sembradora-maxima-sembradora-maxima-fulll-dji_0012-scaled.webp"
"Giorgi","10. Sembradora Maxima  Sembradora Maxima Fulll","giorgi-10-sembradora-maxima-sembradora-maxima-fulll-dji_0229-scaled.webp"
"Giorgi","10. Sembradora Maxima  Sembradora Maxima Fulll","giorgi-10-sembradora-maxima-sembradora-maxima-fulll-img_0174-scaled.webp"
"Giorgi","10. Sembradora Maxima  Sembradora Maxima Fulll","giorgi-10-sembradora-maxima-sembradora-maxima-fulll-img_0386-scaled.webp"
"Giorgi","11. Sembradora Opti-Max","giorgi-11-sembradora-opti-max-b-scaled.webp"
"Giorgi","11. Sembradora Opti-Max","giorgi-11-sembradora-opti-max-c-scaled.webp"
"Giorgi","11. Sembradora Opti-Max","giorgi-11-sembradora-opti-max-opti-max-1-jpg.webp"
"Giorgi","11. Sembradora Opti-Max","giorgi-11-sembradora-opti-max-video-jpg.webp"
"Giorgi","2. ARGENTUN-MAX","giorgi-2-argentun-max-argentun-max-1.jpg"
"Giorgi","2. ARGENTUN-MAX","giorgi-2-argentun-max-argentun-max.jpg"
"Giorgi","2. ARGENTUN-MAX","giorgi-2-argentun-max-argentun-max1.jpg"
"Giorgi","2. ARGENTUN-MAX","giorgi-2-argentun-max-argentun-max3.jpg"
"Giorgi","2. ARGENTUN-MAX","giorgi-2-argentun-max-argentun-max7-1.jpg"
"Giorgi","2. ARGENTUN-MAX","giorgi-2-argentun-max-argentun-max8.jpg"
"Giorgi","3. Sembradora Precisa 8000","giorgi-3-sembradora-precisa-8000-004-gr2h6242-grande-mediano-jpg.webp"
"Giorgi","3. Sembradora Precisa 8000","giorgi-3-sembradora-precisa-8000-asb22021-ok-grande-mediano-jpg.webp"
"Giorgi","3. Sembradora Precisa 8000","giorgi-3-sembradora-precisa-8000-asb22173-ok-grande-mediano-jpg.webp"
"Giorgi","3. Sembradora Precisa 8000","giorgi-3-sembradora-precisa-8000-asba8619-grande-mediano-jpg-1.webp"
"Giorgi","3. Sembradora Precisa 8000","giorgi-3-sembradora-precisa-8000-asba8619-grande-mediano-jpg.webp"
"Giorgi","4. Sembradora Precisa 52-40 y Sembradora Precisa 90 - 52-40","giorgi-4-sembradora-precisa-52-40-y-sembradora-precisa-90---52-40-aerea-jpg.webp"
"Giorgi","4. Sembradora Precisa 52-40 y Sembradora Precisa 90 - 52-40","giorgi-4-sembradora-precisa-52-40-y-sembradora-precisa-90---52-40-asb81405-scaled.webp"
"Giorgi","4. Sembradora Precisa 52-40 y Sembradora Precisa 90 - 52-40","giorgi-4-sembradora-precisa-52-40-y-sembradora-precisa-90---52-40-precisa-52-40-jpg.webp"
"Giorgi","4. Sembradora Precisa 52-40 y Sembradora Precisa 90 - 52-40","giorgi-4-sembradora-precisa-52-40-y-sembradora-precisa-90---52-40-precisa-52-40a-jpg.webp"
"Giorgi","5. Sembradora Precisa 70-35 Sembradora Precisa 90 - 70-35","giorgi-5-sembradora-precisa-70-35-sembradora-precisa-90---70-35-20230830_145920-1-scaled.webp"
"Giorgi","5. Sembradora Precisa 70-35 Sembradora Precisa 90 - 70-35","giorgi-5-sembradora-precisa-70-35-sembradora-precisa-90---70-35-asb80875-ok-scaled.webp"
"Giorgi","5. Sembradora Precisa 70-35 Sembradora Precisa 90 - 70-35","giorgi-5-sembradora-precisa-70-35-sembradora-precisa-90---70-35-precisa-70-35-jpg.webp"
"Giorgi","6. Sembradora Precisa 9000","giorgi-6-sembradora-precisa-9000-asb81222-ok-scaled-1.webp"
"Giorgi","6. Sembradora Precisa 9000","giorgi-6-sembradora-precisa-9000-asb81222-ok-scaled.webp"
"Giorgi","6. Sembradora Precisa 9000","giorgi-6-sembradora-precisa-9000-asb81243-ok-scaled.webp"
"Giorgi","6. Sembradora Precisa 9000","giorgi-6-sembradora-precisa-9000-asb81287-ok-scaled.webp"
"Giorgi","6. Sembradora Precisa 9000","giorgi-6-sembradora-precisa-9000-precisa-9000-jpg.webp"
"Giorgi","7. Sembradora Precisa AP 80","giorgi-7-sembradora-precisa-ap-80-1-precisa-ap-80-1.png"
"Giorgi","7. Sembradora Precisa AP 80","giorgi-7-sembradora-precisa-ap-80-2-1.png"
"Giorgi","7. Sembradora Precisa AP 80","giorgi-7-sembradora-precisa-ap-80-precisa-80-jpg.webp"
"Giorgi","7. Sembradora Precisa AP 80","giorgi-7-sembradora-precisa-ap-80-precisa-ap-80-jpg.webp"
"Giorgi","8. Sembradora Precisa AD 90","giorgi-8-sembradora-precisa-ad-90-2-1.png"
"Giorgi","8. Sembradora Precisa AD 90","giorgi-8-sembradora-precisa-ad-90-3.png"
"Giorgi","8. Sembradora Precisa AD 90","giorgi-8-sembradora-precisa-ad-90-4-1.png"
"Giorgi","8. Sembradora Precisa AD 90","giorgi-8-sembradora-precisa-ad-90-xsam_0052b-jpg.webp"
"Giorgi","9. Sembradora Precisa mini","giorgi-9-sembradora-precisa-mini-dscn6700-scaled.webp"
"Giorgi","9. Sembradora Precisa mini","giorgi-9-sembradora-precisa-mini-dscn6716-scaled.webp"
"Giorgi","9. Sembradora Precisa mini","giorgi-9-sembradora-precisa-mini-dscn6775-scaled.webp"
